random	SNP_n	Enh_n
encode_rsid4459.tsv	244	244
encode_rsid4460.tsv	264	264
encode_rsid4461.tsv	242	242
encode_rsid4462.tsv	246	246
encode_rsid4463.tsv	219	219
encode_rsid4464.tsv	248	248
encode_rsid4465.tsv	247	247
encode_rsid4466.tsv	240	240
encode_rsid4467.tsv	240	240
encode_rsid4468.tsv	239	238
encode_rsid4469.tsv	253	252
encode_rsid4470.tsv	236	236
encode_rsid4471.tsv	239	239
encode_rsid4472.tsv	263	263
encode_rsid4473.tsv	277	277
encode_rsid4474.tsv	226	226
encode_rsid4475.tsv	269	269
encode_rsid4476.tsv	239	239
encode_rsid4477.tsv	249	249
encode_rsid4478.tsv	256	256
encode_rsid4479.tsv	250	250
encode_rsid4480.tsv	248	248
encode_rsid4481.tsv	262	262
encode_rsid4482.tsv	256	255
encode_rsid4483.tsv	232	232
encode_rsid4484.tsv	234	234
encode_rsid4485.tsv	236	236
encode_rsid4486.tsv	242	242
encode_rsid4487.tsv	291	291
encode_rsid4488.tsv	259	259
encode_rsid4489.tsv	219	219
encode_rsid4490.tsv	224	224
encode_rsid4491.tsv	259	259
encode_rsid4492.tsv	225	225
encode_rsid4493.tsv	239	239
encode_rsid4494.tsv	254	254
encode_rsid4495.tsv	258	258
encode_rsid4496.tsv	240	240
encode_rsid4497.tsv	277	277
encode_rsid4498.tsv	263	263
encode_rsid4499.tsv	254	254
encode_rsid4500.tsv	245	245
encode_rsid4501.tsv	255	255
encode_rsid4502.tsv	257	256
encode_rsid4503.tsv	241	241
encode_rsid4504.tsv	263	263
encode_rsid4505.tsv	266	265
encode_rsid4506.tsv	212	212
encode_rsid4507.tsv	230	230
encode_rsid4508.tsv	245	245
encode_rsid4509.tsv	266	266
encode_rsid4510.tsv	252	252
encode_rsid4511.tsv	270	270
encode_rsid4512.tsv	253	253
encode_rsid4513.tsv	260	260
encode_rsid4514.tsv	253	252
encode_rsid4515.tsv	225	225
encode_rsid4516.tsv	250	249
encode_rsid4517.tsv	238	238
encode_rsid4518.tsv	235	235
encode_rsid4519.tsv	249	249
encode_rsid4520.tsv	248	248
encode_rsid4521.tsv	252	252
encode_rsid4522.tsv	241	241
encode_rsid4523.tsv	237	237
encode_rsid4524.tsv	290	290
encode_rsid4525.tsv	250	250
encode_rsid4526.tsv	243	243
encode_rsid4527.tsv	255	255
encode_rsid4528.tsv	235	235
encode_rsid4529.tsv	261	261
encode_rsid4530.tsv	268	268
encode_rsid4531.tsv	289	288
encode_rsid4532.tsv	249	249
encode_rsid4533.tsv	247	247
encode_rsid4534.tsv	241	240
encode_rsid4535.tsv	254	254
encode_rsid4536.tsv	233	233
encode_rsid4537.tsv	274	274
encode_rsid4538.tsv	245	245
encode_rsid4539.tsv	245	245
encode_rsid4540.tsv	265	265
encode_rsid4541.tsv	263	263
encode_rsid4542.tsv	280	280
encode_rsid4543.tsv	247	247
encode_rsid4544.tsv	254	254
encode_rsid4545.tsv	244	244
encode_rsid4546.tsv	241	241
encode_rsid4547.tsv	257	257
encode_rsid4548.tsv	267	267
encode_rsid4549.tsv	241	241
encode_rsid4550.tsv	271	270
encode_rsid4551.tsv	267	266
encode_rsid4552.tsv	259	259
encode_rsid4553.tsv	253	252
encode_rsid4554.tsv	261	261
encode_rsid4555.tsv	247	246
encode_rsid4556.tsv	256	256
encode_rsid4557.tsv	227	227
encode_rsid4558.tsv	228	228
encode_rsid4559.tsv	258	258
encode_rsid4560.tsv	269	269
encode_rsid4561.tsv	255	255
encode_rsid4562.tsv	248	248
encode_rsid4563.tsv	223	223
encode_rsid4564.tsv	250	249
encode_rsid4565.tsv	263	263
encode_rsid4566.tsv	230	230
encode_rsid4567.tsv	261	260
encode_rsid4568.tsv	240	240
encode_rsid4569.tsv	243	243
encode_rsid4570.tsv	259	258
encode_rsid4571.tsv	264	264
encode_rsid4572.tsv	221	220
encode_rsid4573.tsv	259	259
encode_rsid4574.tsv	256	256
encode_rsid4575.tsv	249	249
encode_rsid4576.tsv	271	271
encode_rsid4577.tsv	239	239
encode_rsid4578.tsv	264	264
encode_rsid4579.tsv	245	245
encode_rsid4580.tsv	257	257
encode_rsid4581.tsv	245	245
encode_rsid4582.tsv	232	231
encode_rsid4583.tsv	255	255
encode_rsid4584.tsv	264	264
encode_rsid4585.tsv	269	269
encode_rsid4586.tsv	231	231
encode_rsid4587.tsv	268	267
encode_rsid4588.tsv	273	273
encode_rsid4589.tsv	255	255
encode_rsid4590.tsv	248	248
encode_rsid4591.tsv	252	251
encode_rsid4592.tsv	266	266
encode_rsid4593.tsv	244	244
encode_rsid4594.tsv	260	260
encode_rsid4595.tsv	237	237
encode_rsid4596.tsv	250	250
encode_rsid4597.tsv	256	256
encode_rsid4598.tsv	250	250
encode_rsid4599.tsv	228	228
encode_rsid4600.tsv	244	244
encode_rsid4601.tsv	246	245
encode_rsid4602.tsv	238	238
encode_rsid4603.tsv	228	228
encode_rsid4604.tsv	256	256
encode_rsid4605.tsv	262	262
encode_rsid4606.tsv	246	246
encode_rsid4607.tsv	252	252
encode_rsid4608.tsv	260	260
encode_rsid4609.tsv	256	256
encode_rsid4610.tsv	264	264
encode_rsid4611.tsv	252	252
encode_rsid4612.tsv	253	253
encode_rsid4613.tsv	221	221
encode_rsid4614.tsv	261	261
encode_rsid4615.tsv	240	240
encode_rsid4616.tsv	262	261
encode_rsid4617.tsv	227	227
encode_rsid4618.tsv	262	261
encode_rsid4619.tsv	231	231
encode_rsid4620.tsv	244	244
encode_rsid4621.tsv	239	239
encode_rsid4622.tsv	256	255
encode_rsid4623.tsv	224	224
encode_rsid4624.tsv	245	245
encode_rsid4625.tsv	229	229
encode_rsid4626.tsv	233	233
encode_rsid4627.tsv	242	242
encode_rsid4628.tsv	262	262
encode_rsid4629.tsv	240	240
encode_rsid4630.tsv	229	228
encode_rsid4631.tsv	257	257
encode_rsid4632.tsv	272	272
encode_rsid4633.tsv	281	281
encode_rsid4634.tsv	263	263
encode_rsid4635.tsv	249	249
encode_rsid4636.tsv	246	246
encode_rsid4637.tsv	242	242
encode_rsid4638.tsv	258	258
encode_rsid4639.tsv	251	251
encode_rsid4640.tsv	265	265
encode_rsid4641.tsv	234	234
encode_rsid4642.tsv	267	267
encode_rsid4643.tsv	265	265
encode_rsid4644.tsv	234	234
encode_rsid4645.tsv	268	267
encode_rsid4646.tsv	245	244
encode_rsid4647.tsv	242	242
encode_rsid4648.tsv	240	240
encode_rsid4649.tsv	252	252
encode_rsid4650.tsv	257	257
encode_rsid4651.tsv	241	241
encode_rsid4652.tsv	251	251
encode_rsid4653.tsv	283	283
encode_rsid4654.tsv	249	249
encode_rsid4655.tsv	236	236
encode_rsid4656.tsv	230	230
encode_rsid4657.tsv	259	259
encode_rsid4658.tsv	247	247
encode_rsid4659.tsv	237	237
encode_rsid4660.tsv	248	248
encode_rsid4661.tsv	232	232
encode_rsid4662.tsv	247	247
encode_rsid4663.tsv	255	255
encode_rsid4664.tsv	231	230
encode_rsid4665.tsv	242	242
encode_rsid4666.tsv	267	267
encode_rsid4667.tsv	224	224
encode_rsid4668.tsv	239	239
encode_rsid4669.tsv	237	237
encode_rsid4670.tsv	248	248
encode_rsid4671.tsv	282	282
encode_rsid4672.tsv	245	245
encode_rsid4673.tsv	267	266
encode_rsid4674.tsv	249	249
encode_rsid4675.tsv	244	244
encode_rsid4676.tsv	234	234
encode_rsid4677.tsv	210	210
encode_rsid4678.tsv	236	236
encode_rsid4679.tsv	247	247
encode_rsid4680.tsv	240	240
encode_rsid4681.tsv	254	253
encode_rsid4682.tsv	254	254
encode_rsid4683.tsv	254	254
encode_rsid4684.tsv	242	242
encode_rsid4685.tsv	258	257
encode_rsid4686.tsv	268	268
encode_rsid4687.tsv	263	263
encode_rsid4688.tsv	245	245
encode_rsid4689.tsv	246	245
encode_rsid4690.tsv	256	256
encode_rsid4691.tsv	263	263
encode_rsid4692.tsv	224	224
encode_rsid4693.tsv	262	262
encode_rsid4694.tsv	246	246
encode_rsid4695.tsv	254	254
encode_rsid4696.tsv	271	271
encode_rsid4697.tsv	252	252
encode_rsid4698.tsv	263	263
encode_rsid4699.tsv	254	254
encode_rsid4700.tsv	244	244
encode_rsid4701.tsv	248	248
encode_rsid4702.tsv	217	217
encode_rsid4703.tsv	248	247
encode_rsid4704.tsv	233	233
encode_rsid4705.tsv	251	250
encode_rsid4706.tsv	248	248
encode_rsid4707.tsv	288	288
encode_rsid4708.tsv	248	248
encode_rsid4709.tsv	245	244
encode_rsid4710.tsv	255	255
encode_rsid4711.tsv	230	230
encode_rsid4712.tsv	275	275
encode_rsid4713.tsv	230	230
encode_rsid4714.tsv	248	248
encode_rsid4715.tsv	250	250
encode_rsid4716.tsv	253	253
encode_rsid4717.tsv	249	249
encode_rsid4718.tsv	256	256
encode_rsid4719.tsv	268	268
encode_rsid4720.tsv	234	234
encode_rsid4721.tsv	257	256
encode_rsid4722.tsv	254	254
encode_rsid4723.tsv	256	256
encode_rsid4724.tsv	252	252
encode_rsid4725.tsv	255	255
encode_rsid4726.tsv	250	250
encode_rsid4727.tsv	259	259
encode_rsid4728.tsv	257	257
encode_rsid4729.tsv	243	243
encode_rsid4730.tsv	246	246
encode_rsid4731.tsv	214	214
encode_rsid4732.tsv	244	244
encode_rsid4733.tsv	238	238
encode_rsid4734.tsv	255	255
encode_rsid4735.tsv	237	236
encode_rsid4736.tsv	249	249
encode_rsid4737.tsv	263	263
encode_rsid4738.tsv	247	247
encode_rsid4739.tsv	230	230
encode_rsid4740.tsv	244	244
encode_rsid4741.tsv	250	250
encode_rsid4742.tsv	240	240
encode_rsid4743.tsv	230	230
encode_rsid4744.tsv	225	225
encode_rsid4745.tsv	281	281
encode_rsid4746.tsv	252	252
encode_rsid4747.tsv	252	252
encode_rsid4748.tsv	257	257
encode_rsid4749.tsv	238	238
encode_rsid4750.tsv	274	274
encode_rsid4751.tsv	249	249
encode_rsid4752.tsv	252	252
encode_rsid4753.tsv	229	229
encode_rsid4754.tsv	254	254
encode_rsid4755.tsv	242	242
encode_rsid4756.tsv	245	245
encode_rsid4757.tsv	241	241
encode_rsid4758.tsv	246	246
encode_rsid4759.tsv	246	246
encode_rsid4760.tsv	259	259
encode_rsid4761.tsv	253	251
encode_rsid4762.tsv	251	251
encode_rsid4763.tsv	237	237
encode_rsid4764.tsv	241	241
encode_rsid4765.tsv	232	232
encode_rsid4766.tsv	270	270
encode_rsid4767.tsv	237	237
encode_rsid4768.tsv	247	247
encode_rsid4769.tsv	249	249
encode_rsid4770.tsv	246	246
encode_rsid4771.tsv	264	264
encode_rsid4772.tsv	248	248
encode_rsid4773.tsv	268	268
encode_rsid4774.tsv	231	231
encode_rsid4775.tsv	242	242
encode_rsid4776.tsv	243	243
encode_rsid4777.tsv	252	252
encode_rsid4778.tsv	284	284
encode_rsid4779.tsv	262	262
encode_rsid4780.tsv	243	243
encode_rsid4781.tsv	252	251
encode_rsid4782.tsv	246	246
encode_rsid4783.tsv	246	246
encode_rsid4784.tsv	274	274
encode_rsid4785.tsv	240	239
encode_rsid4786.tsv	265	265
encode_rsid4787.tsv	263	263
encode_rsid4788.tsv	248	248
encode_rsid4789.tsv	256	256
encode_rsid4790.tsv	226	226
encode_rsid4791.tsv	227	227
encode_rsid4792.tsv	241	241
encode_rsid4793.tsv	260	260
encode_rsid4794.tsv	229	228
encode_rsid4795.tsv	232	232
encode_rsid4796.tsv	252	252
encode_rsid4797.tsv	248	248
encode_rsid4798.tsv	249	249
encode_rsid4799.tsv	230	230
encode_rsid4800.tsv	262	262
encode_rsid4801.tsv	244	244
encode_rsid4802.tsv	220	220
encode_rsid4803.tsv	230	230
encode_rsid4804.tsv	222	221
encode_rsid4805.tsv	232	232
encode_rsid4806.tsv	253	253
encode_rsid4807.tsv	243	242
encode_rsid4808.tsv	235	235
encode_rsid4809.tsv	248	248
encode_rsid4810.tsv	256	256
encode_rsid4811.tsv	226	226
encode_rsid4812.tsv	250	250
encode_rsid4813.tsv	241	241
encode_rsid4814.tsv	246	246
encode_rsid4815.tsv	256	256
encode_rsid4816.tsv	247	247
encode_rsid4817.tsv	252	252
encode_rsid4818.tsv	222	222
encode_rsid4819.tsv	237	237
encode_rsid4820.tsv	246	246
encode_rsid4821.tsv	240	240
encode_rsid4822.tsv	238	238
encode_rsid4823.tsv	227	227
encode_rsid4824.tsv	244	244
encode_rsid4825.tsv	253	253
encode_rsid4826.tsv	263	263
encode_rsid4827.tsv	229	229
encode_rsid4828.tsv	252	251
encode_rsid4829.tsv	223	223
encode_rsid4830.tsv	263	263
encode_rsid4831.tsv	256	256
encode_rsid4832.tsv	231	231
encode_rsid4833.tsv	241	241
encode_rsid4834.tsv	249	249
encode_rsid4835.tsv	257	257
encode_rsid4836.tsv	256	256
encode_rsid4837.tsv	257	257
encode_rsid4838.tsv	248	248
encode_rsid4839.tsv	261	261
encode_rsid4840.tsv	250	250
encode_rsid4841.tsv	239	239
encode_rsid4842.tsv	250	250
encode_rsid4843.tsv	239	239
encode_rsid4844.tsv	256	256
encode_rsid4845.tsv	254	254
encode_rsid4846.tsv	245	245
encode_rsid4847.tsv	250	250
encode_rsid4848.tsv	244	244
encode_rsid4849.tsv	255	255
encode_rsid4850.tsv	254	254
encode_rsid4851.tsv	238	238
encode_rsid4852.tsv	230	230
encode_rsid4853.tsv	240	239
encode_rsid4854.tsv	272	272
encode_rsid4855.tsv	267	267
encode_rsid4856.tsv	263	263
encode_rsid4857.tsv	243	243
encode_rsid4858.tsv	247	247
encode_rsid4859.tsv	250	250
encode_rsid4860.tsv	263	262
encode_rsid4861.tsv	232	232
encode_rsid4862.tsv	237	237
encode_rsid4863.tsv	249	249
encode_rsid4864.tsv	247	247
encode_rsid4865.tsv	244	244
encode_rsid4866.tsv	259	259
encode_rsid4867.tsv	255	254
encode_rsid4868.tsv	279	279
encode_rsid4869.tsv	251	250
encode_rsid4870.tsv	243	243
encode_rsid4871.tsv	262	262
encode_rsid4872.tsv	259	259
encode_rsid4873.tsv	243	243
encode_rsid4874.tsv	243	243
encode_rsid4875.tsv	283	282
encode_rsid4876.tsv	252	252
encode_rsid4877.tsv	262	262
encode_rsid4878.tsv	253	253
encode_rsid4879.tsv	247	247
encode_rsid4880.tsv	233	232
encode_rsid4881.tsv	247	247
encode_rsid4882.tsv	238	238
encode_rsid4883.tsv	238	238
encode_rsid4884.tsv	238	237
encode_rsid4885.tsv	250	250
encode_rsid4886.tsv	269	269
encode_rsid4887.tsv	280	280
encode_rsid4888.tsv	250	250
encode_rsid4889.tsv	254	254
encode_rsid4890.tsv	247	246
encode_rsid4891.tsv	258	258
encode_rsid4892.tsv	241	241
encode_rsid4893.tsv	255	255
encode_rsid4894.tsv	245	245
encode_rsid4895.tsv	262	262
encode_rsid4896.tsv	255	255
encode_rsid4897.tsv	220	220
encode_rsid4898.tsv	248	248
encode_rsid4899.tsv	252	252
encode_rsid4900.tsv	251	251
encode_rsid4901.tsv	256	256
encode_rsid4902.tsv	234	234
encode_rsid4903.tsv	228	228
encode_rsid4904.tsv	241	241
encode_rsid4905.tsv	245	245
encode_rsid4906.tsv	250	250
encode_rsid4907.tsv	258	258
encode_rsid4908.tsv	268	268
encode_rsid4909.tsv	258	257
encode_rsid4910.tsv	231	231
encode_rsid4911.tsv	244	243
encode_rsid4912.tsv	261	261
encode_rsid4913.tsv	264	264
encode_rsid4914.tsv	289	289
encode_rsid4915.tsv	224	224
encode_rsid4916.tsv	254	254
encode_rsid4917.tsv	264	264
encode_rsid4918.tsv	264	264
encode_rsid4919.tsv	257	257
encode_rsid4920.tsv	274	274
encode_rsid4921.tsv	274	274
encode_rsid4922.tsv	238	238
encode_rsid4923.tsv	243	243
encode_rsid4924.tsv	277	277
encode_rsid4925.tsv	271	271
encode_rsid4926.tsv	251	251
encode_rsid4927.tsv	259	259
encode_rsid4928.tsv	213	213
encode_rsid4929.tsv	227	227
encode_rsid4930.tsv	258	258
encode_rsid4931.tsv	241	240
encode_rsid4932.tsv	236	236
encode_rsid4933.tsv	258	258
encode_rsid4934.tsv	251	251
encode_rsid4935.tsv	248	248
encode_rsid4936.tsv	240	240
encode_rsid4937.tsv	242	242
encode_rsid4938.tsv	271	271
encode_rsid4939.tsv	242	242
encode_rsid4940.tsv	252	252
encode_rsid4941.tsv	251	251
encode_rsid4942.tsv	263	263
encode_rsid4943.tsv	241	241
encode_rsid4944.tsv	244	244
encode_rsid4945.tsv	271	271
encode_rsid4946.tsv	267	267
encode_rsid4947.tsv	283	283
encode_rsid4948.tsv	232	232
encode_rsid4949.tsv	251	251
encode_rsid4950.tsv	256	256
encode_rsid4951.tsv	235	235
encode_rsid4952.tsv	244	244
encode_rsid4953.tsv	257	256
encode_rsid4954.tsv	262	262
encode_rsid4955.tsv	230	230
encode_rsid4956.tsv	248	248
encode_rsid4957.tsv	233	233
encode_rsid4958.tsv	262	262
encode_rsid4959.tsv	244	244
encode_rsid4960.tsv	223	223
encode_rsid4961.tsv	243	243
encode_rsid4962.tsv	247	247
encode_rsid4963.tsv	245	245
encode_rsid4964.tsv	255	255
encode_rsid4965.tsv	225	225
encode_rsid4966.tsv	248	248
encode_rsid4967.tsv	256	256
encode_rsid4968.tsv	240	240
encode_rsid4969.tsv	252	252
encode_rsid4970.tsv	272	272
encode_rsid4971.tsv	242	242
encode_rsid4972.tsv	257	257
encode_rsid4973.tsv	236	236
encode_rsid4974.tsv	259	259
encode_rsid4975.tsv	264	264
encode_rsid4976.tsv	250	250
encode_rsid4977.tsv	244	244
encode_rsid4978.tsv	265	265
encode_rsid4979.tsv	243	242
encode_rsid4980.tsv	237	237
encode_rsid4981.tsv	237	237
encode_rsid4982.tsv	290	290
encode_rsid4983.tsv	252	252
encode_rsid4984.tsv	239	239
encode_rsid4985.tsv	294	294
encode_rsid4986.tsv	270	270
encode_rsid4987.tsv	275	275
encode_rsid4988.tsv	225	225
encode_rsid4989.tsv	238	238
encode_rsid4990.tsv	256	256
encode_rsid4991.tsv	233	233
encode_rsid4992.tsv	272	272
encode_rsid4993.tsv	262	262
encode_rsid4994.tsv	237	237
encode_rsid4995.tsv	242	242
encode_rsid4996.tsv	225	225
encode_rsid4997.tsv	229	229
encode_rsid4998.tsv	225	225
encode_rsid4999.tsv	259	259
encode_rsid5000.tsv	246	245
encode_rsid5001.tsv	248	248
encode_rsid5002.tsv	241	241
encode_rsid5003.tsv	268	268
encode_rsid5004.tsv	267	267
encode_rsid5005.tsv	264	263
encode_rsid5006.tsv	237	237
encode_rsid5007.tsv	258	258
encode_rsid5008.tsv	248	248
encode_rsid5009.tsv	282	281
encode_rsid5010.tsv	257	257
encode_rsid5011.tsv	239	239
encode_rsid5012.tsv	272	272
encode_rsid5013.tsv	250	250
encode_rsid5014.tsv	249	249
encode_rsid5015.tsv	251	251
encode_rsid5016.tsv	225	225
encode_rsid5017.tsv	255	255
encode_rsid5018.tsv	229	229
encode_rsid5019.tsv	262	262
encode_rsid5020.tsv	269	268
encode_rsid5021.tsv	228	228
encode_rsid5022.tsv	252	251
encode_rsid5023.tsv	261	261
encode_rsid5024.tsv	272	272
encode_rsid5025.tsv	256	256
encode_rsid5026.tsv	247	246
encode_rsid5027.tsv	236	236
encode_rsid5028.tsv	272	271
encode_rsid5029.tsv	256	256
encode_rsid5030.tsv	232	232
encode_rsid5031.tsv	255	255
encode_rsid5032.tsv	237	237
encode_rsid5033.tsv	253	252
encode_rsid5034.tsv	257	257
encode_rsid5035.tsv	229	229
encode_rsid5036.tsv	236	236
encode_rsid5037.tsv	233	233
encode_rsid5038.tsv	262	262
encode_rsid5039.tsv	277	277
encode_rsid5040.tsv	241	241
encode_rsid5041.tsv	255	255
encode_rsid5042.tsv	248	248
encode_rsid5043.tsv	245	245
encode_rsid5044.tsv	275	275
encode_rsid5045.tsv	248	247
encode_rsid5046.tsv	251	251
encode_rsid5047.tsv	247	247
encode_rsid5048.tsv	251	250
encode_rsid5049.tsv	233	233
encode_rsid5050.tsv	233	233
encode_rsid5051.tsv	274	274
encode_rsid5052.tsv	230	230
encode_rsid5053.tsv	238	238
encode_rsid5054.tsv	248	246
encode_rsid5055.tsv	273	273
encode_rsid5056.tsv	250	250
encode_rsid5057.tsv	238	238
encode_rsid5058.tsv	282	282
encode_rsid5059.tsv	263	263
encode_rsid5060.tsv	285	285
encode_rsid5061.tsv	263	263
encode_rsid5062.tsv	258	258
encode_rsid5063.tsv	266	265
encode_rsid5064.tsv	247	247
encode_rsid5065.tsv	234	234
encode_rsid5066.tsv	245	245
encode_rsid5067.tsv	238	238
encode_rsid5068.tsv	234	234
encode_rsid5069.tsv	231	231
encode_rsid5070.tsv	249	249
encode_rsid5071.tsv	230	230
encode_rsid5072.tsv	257	256
encode_rsid5073.tsv	220	220
encode_rsid5074.tsv	240	240
encode_rsid5075.tsv	260	260
encode_rsid5076.tsv	249	249
encode_rsid5077.tsv	237	237
encode_rsid5078.tsv	263	262
encode_rsid5079.tsv	246	246
encode_rsid5080.tsv	248	248
encode_rsid5081.tsv	245	245
encode_rsid5082.tsv	244	244
encode_rsid5083.tsv	260	260
encode_rsid5084.tsv	247	247
encode_rsid5085.tsv	232	232
encode_rsid5086.tsv	227	227
encode_rsid5087.tsv	267	267
encode_rsid5088.tsv	230	230
encode_rsid5089.tsv	236	236
encode_rsid5090.tsv	221	221
encode_rsid5091.tsv	255	255
encode_rsid5092.tsv	261	261
encode_rsid5093.tsv	266	266
encode_rsid5094.tsv	268	268
encode_rsid5095.tsv	233	233
encode_rsid5096.tsv	274	274
encode_rsid5097.tsv	232	232
encode_rsid5098.tsv	263	263
encode_rsid5099.tsv	246	246
encode_rsid5100.tsv	245	245
encode_rsid5101.tsv	239	239
encode_rsid5102.tsv	254	254
encode_rsid5103.tsv	266	266
encode_rsid5104.tsv	279	279
encode_rsid5105.tsv	249	249
encode_rsid5106.tsv	253	253
encode_rsid5107.tsv	247	247
encode_rsid5108.tsv	254	254
encode_rsid5109.tsv	227	226
encode_rsid5110.tsv	279	279
encode_rsid5111.tsv	243	243
encode_rsid5112.tsv	269	269
encode_rsid5113.tsv	251	251
encode_rsid5114.tsv	248	247
encode_rsid5115.tsv	267	266
encode_rsid5116.tsv	253	253
encode_rsid5117.tsv	274	273
encode_rsid5118.tsv	255	255
encode_rsid5119.tsv	247	247
encode_rsid5120.tsv	271	271
encode_rsid5121.tsv	250	250
encode_rsid5122.tsv	251	251
encode_rsid5123.tsv	234	234
encode_rsid5124.tsv	269	269
encode_rsid5125.tsv	258	258
encode_rsid5126.tsv	239	239
encode_rsid5127.tsv	237	237
encode_rsid5128.tsv	228	228
encode_rsid5129.tsv	284	284
encode_rsid5130.tsv	250	250
encode_rsid5131.tsv	263	262
encode_rsid5132.tsv	230	230
encode_rsid5133.tsv	230	230
encode_rsid5134.tsv	254	254
encode_rsid5135.tsv	258	258
encode_rsid5136.tsv	231	231
encode_rsid5137.tsv	254	254
encode_rsid5138.tsv	267	267
encode_rsid5139.tsv	252	252
encode_rsid5140.tsv	264	264
encode_rsid5141.tsv	252	252
encode_rsid5142.tsv	236	236
encode_rsid5143.tsv	248	248
encode_rsid5144.tsv	231	231
encode_rsid5145.tsv	249	249
encode_rsid5146.tsv	255	255
encode_rsid5147.tsv	219	219
encode_rsid5148.tsv	252	252
encode_rsid5149.tsv	241	241
encode_rsid5150.tsv	247	247
encode_rsid5151.tsv	238	237
encode_rsid5152.tsv	255	255
encode_rsid5153.tsv	253	253
encode_rsid5154.tsv	233	233
encode_rsid5155.tsv	255	255
encode_rsid5156.tsv	258	258
encode_rsid5157.tsv	254	254
encode_rsid5158.tsv	264	264
encode_rsid5159.tsv	222	222
encode_rsid5160.tsv	261	261
encode_rsid5161.tsv	250	250
encode_rsid5162.tsv	256	256
encode_rsid5163.tsv	281	281
encode_rsid5164.tsv	284	284
encode_rsid5165.tsv	271	271
encode_rsid5166.tsv	247	247
encode_rsid5167.tsv	231	231
encode_rsid5168.tsv	254	254
encode_rsid5169.tsv	281	281
encode_rsid5170.tsv	249	249
encode_rsid5171.tsv	239	239
encode_rsid5172.tsv	242	242
encode_rsid5173.tsv	248	248
encode_rsid5174.tsv	259	259
encode_rsid5175.tsv	226	226
encode_rsid5176.tsv	259	259
encode_rsid5177.tsv	270	270
encode_rsid5178.tsv	265	265
encode_rsid5179.tsv	254	254
encode_rsid5180.tsv	240	240
encode_rsid5181.tsv	258	258
encode_rsid5182.tsv	258	258
encode_rsid5183.tsv	269	269
encode_rsid5184.tsv	228	228
encode_rsid5185.tsv	264	264
encode_rsid5186.tsv	227	227
encode_rsid5187.tsv	238	238
encode_rsid5188.tsv	227	227
encode_rsid5189.tsv	232	232
encode_rsid5190.tsv	262	262
encode_rsid5191.tsv	249	249
encode_rsid5192.tsv	251	251
encode_rsid5193.tsv	260	260
encode_rsid5194.tsv	244	244
encode_rsid5195.tsv	241	241
encode_rsid5196.tsv	270	270
encode_rsid5197.tsv	239	239
encode_rsid5198.tsv	229	229
encode_rsid5199.tsv	251	251
encode_rsid5200.tsv	238	238
encode_rsid5201.tsv	245	245
encode_rsid5202.tsv	231	231
encode_rsid5203.tsv	268	268
encode_rsid5204.tsv	254	254
encode_rsid5205.tsv	214	213
encode_rsid5206.tsv	272	272
encode_rsid5207.tsv	237	237
encode_rsid5208.tsv	225	225
encode_rsid5209.tsv	217	217
encode_rsid5210.tsv	227	227
encode_rsid5211.tsv	254	254
encode_rsid5212.tsv	248	248
encode_rsid5213.tsv	253	253
encode_rsid5214.tsv	221	221
encode_rsid5215.tsv	232	232
encode_rsid5216.tsv	226	226
encode_rsid5217.tsv	248	248
encode_rsid5218.tsv	249	248
encode_rsid5219.tsv	239	239
encode_rsid5220.tsv	214	213
encode_rsid5221.tsv	262	262
encode_rsid5222.tsv	214	214
encode_rsid5223.tsv	273	273
encode_rsid5224.tsv	246	246
encode_rsid5225.tsv	254	254
encode_rsid5226.tsv	250	250
encode_rsid5227.tsv	255	255
encode_rsid5228.tsv	245	245
encode_rsid5229.tsv	232	232
encode_rsid5230.tsv	272	272
encode_rsid5231.tsv	259	259
encode_rsid5232.tsv	236	234
encode_rsid5233.tsv	251	251
encode_rsid5234.tsv	225	225
encode_rsid5235.tsv	234	234
encode_rsid5236.tsv	241	241
encode_rsid5237.tsv	246	246
encode_rsid5238.tsv	244	244
encode_rsid5239.tsv	255	255
encode_rsid5240.tsv	250	250
encode_rsid5241.tsv	233	233
encode_rsid5242.tsv	280	280
encode_rsid5243.tsv	240	240
encode_rsid5244.tsv	243	243
encode_rsid5245.tsv	247	247
encode_rsid5246.tsv	280	280
encode_rsid5247.tsv	262	262
encode_rsid5248.tsv	263	263
encode_rsid5249.tsv	261	261
encode_rsid5250.tsv	251	251
encode_rsid5251.tsv	265	265
encode_rsid5252.tsv	272	272
encode_rsid5253.tsv	240	240
encode_rsid5254.tsv	262	261
encode_rsid5255.tsv	250	250
encode_rsid5256.tsv	237	237
encode_rsid5257.tsv	262	262
encode_rsid5258.tsv	249	249
encode_rsid5259.tsv	244	244
encode_rsid5260.tsv	250	250
encode_rsid5261.tsv	281	281
encode_rsid5262.tsv	273	272
encode_rsid5263.tsv	235	235
encode_rsid5264.tsv	277	277
encode_rsid5265.tsv	277	277
encode_rsid5266.tsv	268	268
encode_rsid5267.tsv	244	244
encode_rsid5268.tsv	254	254
encode_rsid5269.tsv	264	264
encode_rsid5270.tsv	239	239
encode_rsid5271.tsv	262	262
encode_rsid5272.tsv	251	250
encode_rsid5273.tsv	234	234
encode_rsid5274.tsv	236	235
encode_rsid5275.tsv	251	251
encode_rsid5276.tsv	262	262
encode_rsid5277.tsv	267	267
encode_rsid5278.tsv	267	267
encode_rsid5279.tsv	245	245
encode_rsid5280.tsv	257	257
